array_index,u_k_lambda,v_k_lambda
0,-0.000070,0.002425
0,-0.000072,0.002425
0,-0.000073,0.002425
0,-0.000074,0.002425
0,-0.000076,0.002425
0,-0.000077,0.002425
0,-0.000079,0.002424
0,-0.000080,0.002424
0,-0.000081,0.002424
0,-0.000083,0.002424
0,-0.000084,0.002424
0,-0.000086,0.002424
0,-0.000087,0.002424
0,-0.000088,0.002424
0,-0.000090,0.002424
0,-0.000091,0.002424
0,0.000214,0.001947
0,0.000212,0.001947
0,0.000211,0.001947
0,0.000210,0.001948
0,0.000209,0.001948
0,0.000208,0.001948
0,0.000207,0.001948
0,0.000206,0.001948
0,0.000205,0.001948
0,0.000204,0.001948
0,0.000202,0.001948
0,0.000201,0.001949
0,0.000200,0.001949
0,0.000199,0.001949
0,0.000198,0.001949
0,0.000197,0.001949
0,0.000196,0.001949
0,0.000195,0.001949
0,0.000193,0.001949
0,0.000192,0.001949
0,0.000191,0.001950
0,0.000190,0.001950
0,0.000189,0.001950
0,0.000188,0.001950
0,0.000187,0.001950
0,0.000186,0.001950
0,0.000184,0.001950
0,0.000183,0.001950
0,0.000182,0.001950
0,0.000181,0.001951
0,0.000180,0.001951
0,0.000179,0.001951
0,0.000178,0.001951
0,0.000177,0.001951
0,0.000175,0.001951
0,0.000174,0.001951
0,0.000173,0.001951
0,0.000172,0.001951
0,0.000171,0.001951
0,0.000170,0.001952
0,0.000169,0.001952
0,0.000167,0.001952
0,0.000166,0.001952
0,0.000165,0.001952
0,-0.000710,0.002366
0,-0.000712,0.002366
0,-0.000713,0.002366
0,-0.000714,0.002365
0,-0.000716,0.002365
0,-0.000717,0.002364
0,-0.000718,0.002364
0,-0.000720,0.002364
0,-0.000721,0.002363
0,-0.000723,0.002363
0,-0.000724,0.002362
0,-0.000725,0.002362
0,-0.000727,0.002362
0,-0.000728,0.002361
0,-0.000729,0.002361
0,-0.000731,0.002360
0,-0.000732,0.002360
0,-0.000733,0.002359
0,-0.000735,0.002359
0,-0.000736,0.002359
0,-0.000737,0.002358
0,-0.000739,0.002358
0,-0.000740,0.002357
0,-0.000742,0.002357
0,-0.000743,0.002356
0,-0.000744,0.002356
0,-0.000746,0.002356
0,-0.000747,0.002355
0,-0.000748,0.002355
0,-0.000750,0.002354
0,-0.000751,0.002354
0,-0.000752,0.002353
0,-0.000754,0.002353
0,-0.000755,0.002353
0,-0.000757,0.002352
0,-0.000758,0.002352
0,-0.000759,0.002351
0,-0.000761,0.002351
0,-0.000762,0.002350
0,-0.000763,0.002350
0,-0.000765,0.002349
0,-0.000766,0.002349
0,-0.000767,0.002349
0,-0.000769,0.002348
0,-0.002268,0.001525
0,-0.002269,0.001524
0,-0.002270,0.001523
0,-0.002270,0.001521
0,-0.002271,0.001520
0,-0.002272,0.001519
0,-0.002273,0.001517
0,-0.002274,0.001516
0,-0.002275,0.001515
0,-0.002276,0.001513
0,-0.002277,0.001512
0,-0.002278,0.001511
0,-0.002278,0.001509
0,-0.002279,0.001508
0,-0.002280,0.001507
0,-0.002281,0.001505
0,-0.002282,0.001504
0,-0.002283,0.001503
0,-0.002284,0.001502
0,-0.002284,0.001500
0,-0.002285,0.001499
0,-0.002286,0.001498
0,-0.002287,0.001496
0,-0.002288,0.001495
0,-0.002289,0.001494
0,-0.002290,0.001492
0,-0.002291,0.001491
0,-0.002291,0.001490
0,-0.002292,0.001488
0,-0.002293,0.001487
0,-0.002294,0.001486
0,-0.002295,0.001484
0,-0.002296,0.001483
0,-0.002297,0.001482
0,-0.002297,0.001480
0,-0.002298,0.001479
0,-0.002299,0.001478
0,-0.002300,0.001476
0,-0.002301,0.001475
0,-0.002302,0.001474
0,-0.002302,0.001473
0,-0.002303,0.001471
0,-0.002304,0.001470
0,-0.002305,0.001469
0,-0.002271,0.000658
0,-0.002272,0.000656
0,-0.002272,0.000655
0,-0.002273,0.000654
0,-0.002273,0.000652
0,-0.002273,0.000651
0,-0.002274,0.000650
0,-0.002274,0.000648
0,-0.002274,0.000647
0,-0.002275,0.000646
0,-0.002275,0.000644
0,-0.002276,0.000643
0,-0.002276,0.000642
0,-0.002276,0.000641
0,-0.002277,0.000639
0,-0.002277,0.000638
0,-0.002277,0.000637
0,-0.002278,0.000635
0,-0.002278,0.000634
0,-0.002279,0.000633
0,-0.002279,0.000631
0,-0.002279,0.000630
0,-0.002280,0.000629
0,-0.002280,0.000627
0,-0.002280,0.000626
0,-0.002281,0.000625
0,-0.002281,0.000623
0,-0.002281,0.000622
0,-0.002282,0.000621
0,-0.002282,0.000620
0,-0.002282,0.000618
0,-0.002283,0.000617
0,-0.002283,0.000616
0,-0.002284,0.000614
0,-0.002284,0.000613
0,-0.002284,0.000612
0,-0.002285,0.000610
0,-0.002285,0.000609
0,-0.002285,0.000608
0,-0.002286,0.000606
0,-0.002286,0.000605
0,-0.002286,0.000604
0,-0.002287,0.000602
0,-0.002287,0.000601
0,-0.000867,0.000275
0,-0.000867,0.000275
0,-0.000867,0.000274
0,-0.000867,0.000274
0,-0.000867,0.000273
0,-0.000867,0.000273
0,-0.000868,0.000272
0,-0.000868,0.000272
0,-0.000868,0.000271
0,-0.000868,0.000271
0,-0.000868,0.000270
0,-0.000868,0.000270
0,-0.000869,0.000269
0,-0.000869,0.000269
0,-0.000869,0.000268
0,-0.000869,0.000268
0,-0.000869,0.000267
0,-0.000869,0.000267
0,-0.000870,0.000266
0,-0.000870,0.000266
0,-0.000870,0.000265
0,-0.000870,0.000265
0,-0.000870,0.000264
0,-0.000870,0.000264
0,-0.000870,0.000263
0,-0.000871,0.000263
0,-0.000871,0.000262
0,-0.000871,0.000262
0,-0.000871,0.000261
0,-0.000871,0.000261
0,-0.000871,0.000260
0,-0.000871,0.000260
0,-0.000872,0.000259
0,-0.000872,0.000259
0,-0.000872,0.000258
0,-0.000872,0.000258
0,-0.000872,0.000257
0,-0.000872,0.000257
0,-0.000873,0.000256
0,-0.000873,0.000256
0,-0.000873,0.000255
0,-0.000873,0.000255
0,-0.000873,0.000254
0,-0.000873,0.000254
0,0.000480,0.000826
0,0.000480,0.000826
0,0.000479,0.000826
0,0.000479,0.000827
0,0.000478,0.000827
0,0.000478,0.000827
0,0.000478,0.000827
0,0.000477,0.000828
0,0.000477,0.000828
0,0.000476,0.000828
0,0.000476,0.000828
0,0.000475,0.000829
0,0.000475,0.000829
0,0.000474,0.000829
0,0.000474,0.000830
0,0.000473,0.000830
0,0.000473,0.000830
0,0.000472,0.000830
0,0.000472,0.000831
0,0.000471,0.000831
0,0.000471,0.000831
0,0.000470,0.000831
0,0.000470,0.000832
0,0.000469,0.000832
0,0.000469,0.000832
0,0.000468,0.000833
0,0.000468,0.000833
0,0.000467,0.000833
0,0.000467,0.000833
0,0.000467,0.000834
0,0.000466,0.000834
0,0.000466,0.000834
0,0.000465,0.000834
0,0.000465,0.000835
0,0.000464,0.000835
0,0.000464,0.000835
0,0.000463,0.000835
0,0.000463,0.000836
0,0.000462,0.000836
0,0.000462,0.000836
0,0.000461,0.000837
0,0.000461,0.000837
0,0.000460,0.000837
0,0.000460,0.000837
0,-0.001672,0.002289
0,-0.001674,0.002288
0,-0.001675,0.002287
0,-0.001676,0.002286
0,-0.001678,0.002285
0,-0.001679,0.002284
0,-0.001680,0.002283
0,-0.001682,0.002282
0,-0.001683,0.002281
0,-0.001684,0.002280
0,-0.001686,0.002279
0,-0.001687,0.002278
0,-0.001688,0.002278
0,-0.001689,0.002277
0,-0.001691,0.002276
0,-0.001692,0.002275
0,-0.001693,0.002274
0,-0.001695,0.002273
0,-0.001696,0.002272
0,-0.001697,0.002271
0,-0.001699,0.002270
0,-0.001700,0.002269
0,-0.001701,0.002268
0,-0.001703,0.002267
0,-0.001704,0.002266
0,-0.001705,0.002265
0,-0.001707,0.002264
0,-0.001708,0.002263
0,-0.001709,0.002262
0,-0.001710,0.002261
0,-0.001712,0.002260
0,-0.001713,0.002259
0,-0.001714,0.002258
0,-0.001716,0.002257
0,-0.001717,0.002256
0,-0.001718,0.002255
0,-0.001720,0.002254
0,-0.001721,0.002253
0,-0.001722,0.002252
0,-0.001723,0.002251
0,-0.001725,0.002250
0,-0.001726,0.002249
0,-0.001727,0.002248
0,-0.001729,0.002247
0,-0.000924,0.000419
0,-0.000924,0.000419
0,-0.000924,0.000418
0,-0.000925,0.000418
0,-0.000925,0.000417
0,-0.000925,0.000417
0,-0.000925,0.000416
0,-0.000926,0.000416
0,-0.000926,0.000415
0,-0.000926,0.000414
0,-0.000926,0.000414
0,-0.000926,0.000413
0,-0.000927,0.000413
0,-0.000927,0.000412
0,-0.000927,0.000412
0,-0.000927,0.000411
0,-0.000928,0.000411
0,-0.000928,0.000410
0,-0.000928,0.000410
0,-0.000928,0.000409
0,-0.000929,0.000409
0,-0.000929,0.000408
0,-0.000929,0.000408
0,-0.000929,0.000407
0,-0.000930,0.000406
0,-0.000930,0.000406
0,-0.000930,0.000405
0,-0.000930,0.000405
0,-0.000931,0.000404
0,-0.000931,0.000404
0,-0.000931,0.000403
0,-0.000931,0.000403
0,-0.000931,0.000402
0,-0.000932,0.000402
0,-0.000932,0.000401
0,-0.000932,0.000401
0,-0.000932,0.000400
0,-0.000933,0.000399
0,-0.000933,0.000399
0,-0.000933,0.000398
0,-0.000933,0.000398
0,-0.000933,0.000397
0,-0.000934,0.000397
0,-0.000934,0.000396
0,-0.002481,-0.000422
0,-0.002481,-0.000424
0,-0.002481,-0.000425
0,-0.002481,-0.000426
0,-0.002480,-0.000428
0,-0.002480,-0.000429
0,-0.002480,-0.000431
0,-0.002480,-0.000432
0,-0.002480,-0.000434
0,-0.002479,-0.000435
0,-0.002479,-0.000436
0,-0.002479,-0.000438
0,-0.002479,-0.000439
0,-0.002478,-0.000441
0,-0.002478,-0.000442
0,-0.002478,-0.000443
0,-0.002478,-0.000445
0,-0.002477,-0.000446
0,-0.002477,-0.000448
0,-0.002477,-0.000449
0,-0.002476,-0.000451
0,-0.002476,-0.000452
0,-0.002476,-0.000453
0,-0.002476,-0.000455
0,-0.002475,-0.000456
0,-0.002475,-0.000458
0,-0.002475,-0.000459
0,-0.002475,-0.000461
0,-0.002474,-0.000462
0,-0.002474,-0.000463
0,-0.002474,-0.000465
0,-0.002474,-0.000466
0,-0.002473,-0.000468
0,-0.002473,-0.000469
0,-0.002473,-0.000471
0,-0.002472,-0.000472
0,-0.002472,-0.000473
0,-0.002472,-0.000475
0,-0.002472,-0.000476
0,-0.002471,-0.000478
0,-0.002471,-0.000479
0,-0.002471,-0.000481
0,-0.002470,-0.000482
0,-0.002470,-0.000483
0,-0.002485,-0.001290
0,-0.002484,-0.001291
0,-0.002483,-0.001293
0,-0.002483,-0.001294
0,-0.002482,-0.001295
0,-0.002481,-0.001297
0,-0.002481,-0.001298
0,-0.002480,-0.001300
0,-0.002479,-0.001301
0,-0.002478,-0.001303
0,-0.002478,-0.001304
0,-0.002477,-0.001305
0,-0.002476,-0.001307
0,-0.002475,-0.001308
0,-0.002475,-0.001310
0,-0.002474,-0.001311
0,-0.002473,-0.001312
0,-0.002472,-0.001314
0,-0.002472,-0.001315
0,-0.002471,-0.001317
0,-0.002470,-0.001318
0,-0.002469,-0.001320
0,-0.002469,-0.001321
0,-0.002468,-0.001322
0,-0.002467,-0.001324
0,-0.002466,-0.001325
0,-0.002465,-0.001327
0,-0.002465,-0.001328
0,-0.002464,-0.001330
0,-0.002463,-0.001331
0,-0.002462,-0.001332
0,-0.002462,-0.001334
0,-0.002461,-0.001335
0,-0.002460,-0.001337
0,-0.002459,-0.001338
0,-0.002458,-0.001339
0,-0.002458,-0.001341
0,-0.002457,-0.001342
0,-0.002456,-0.001344
0,-0.002455,-0.001345
0,-0.002455,-0.001347
0,-0.002454,-0.001348
0,-0.002453,-0.001349
0,-0.002452,-0.001351
0,-0.001080,-0.001672
0,-0.001079,-0.001672
0,-0.001078,-0.001673
0,-0.001077,-0.001674
0,-0.001076,-0.001674
0,-0.001075,-0.001675
0,-0.001075,-0.001675
0,-0.001074,-0.001676
0,-0.001073,-0.001677
0,-0.001072,-0.001677
0,-0.001071,-0.001678
0,-0.001070,-0.001679
0,-0.001069,-0.001679
0,-0.001068,-0.001680
0,-0.001067,-0.001680
0,-0.001066,-0.001681
0,-0.001065,-0.001682
0,-0.001064,-0.001682
0,-0.001063,-0.001683
0,-0.001062,-0.001683
0,-0.001061,-0.001684
0,-0.001060,-0.001685
0,-0.001059,-0.001685
0,-0.001058,-0.001686
0,-0.001057,-0.001687
0,-0.001056,-0.001687
0,-0.001055,-0.001688
0,-0.001054,-0.001688
0,-0.001053,-0.001689
0,-0.001052,-0.001690
0,-0.001051,-0.001690
0,-0.001050,-0.001691
0,-0.001049,-0.001691
0,-0.001048,-0.001692
0,-0.001047,-0.001693
0,-0.001046,-0.001693
0,-0.001045,-0.001694
0,-0.001044,-0.001694
0,-0.001043,-0.001695
0,-0.001042,-0.001696
0,-0.001041,-0.001696
0,-0.001040,-0.001697
0,-0.001039,-0.001697
0,-0.001038,-0.001698
0,0.000267,-0.001122
0,0.000267,-0.001121
0,0.000268,-0.001121
0,0.000269,-0.001121
0,0.000269,-0.001121
0,0.000270,-0.001121
0,0.000271,-0.001121
0,0.000271,-0.001120
0,0.000272,-0.001120
0,0.000273,-0.001120
0,0.000273,-0.001120
0,0.000274,-0.001120
0,0.000275,-0.001120
0,0.000275,-0.001120
0,0.000276,-0.001119
0,0.000276,-0.001119
0,0.000277,-0.001119
0,0.000278,-0.001119
0,0.000278,-0.001119
0,0.000279,-0.001119
0,0.000280,-0.001118
0,0.000280,-0.001118
0,0.000281,-0.001118
0,0.000282,-0.001118
0,0.000282,-0.001118
0,0.000283,-0.001118
0,0.000284,-0.001117
0,0.000284,-0.001117
0,0.000285,-0.001117
0,0.000286,-0.001117
0,0.000286,-0.001117
0,0.000287,-0.001117
0,0.000287,-0.001116
0,0.000288,-0.001116
0,0.000289,-0.001116
0,0.000289,-0.001116
0,0.000290,-0.001116
0,0.000291,-0.001116
0,0.000291,-0.001115
0,0.000292,-0.001115
0,0.000293,-0.001115
0,0.000293,-0.001115
0,0.000294,-0.001115
0,0.000295,-0.001115
0,-0.001886,0.000342
0,-0.001886,0.000341
0,-0.001886,0.000340
0,-0.001887,0.000339
0,-0.001887,0.000338
0,-0.001887,0.000336
0,-0.001887,0.000335
0,-0.001887,0.000334
0,-0.001888,0.000333
0,-0.001888,0.000332
0,-0.001888,0.000331
0,-0.001888,0.000330
0,-0.001888,0.000329
0,-0.001889,0.000328
0,-0.001889,0.000327
0,-0.001889,0.000326
0,-0.001889,0.000325
0,-0.001889,0.000323
0,-0.001889,0.000322
0,-0.001890,0.000321
0,-0.001890,0.000320
0,-0.001890,0.000319
0,-0.001890,0.000318
0,-0.001890,0.000317
0,-0.001891,0.000316
0,-0.001891,0.000315
0,-0.001891,0.000314
0,-0.001891,0.000313
0,-0.001891,0.000311
0,-0.001891,0.000310
0,-0.001892,0.000309
0,-0.001892,0.000308
0,-0.001892,0.000307
0,-0.001892,0.000306
0,-0.001892,0.000305
0,-0.001892,0.000304
0,-0.001893,0.000303
0,-0.001893,0.000302
0,-0.001893,0.000301
0,-0.001893,0.000299
0,-0.001893,0.000298
0,-0.001894,0.000297
0,-0.001894,0.000296
0,-0.001894,0.000295
0,-0.001558,-0.000841
0,-0.001557,-0.000842
0,-0.001557,-0.000843
0,-0.001556,-0.000844
0,-0.001556,-0.000845
0,-0.001555,-0.000846
0,-0.001555,-0.000847
0,-0.001554,-0.000848
0,-0.001554,-0.000848
0,-0.001553,-0.000849
0,-0.001553,-0.000850
0,-0.001552,-0.000851
0,-0.001552,-0.000852
0,-0.001551,-0.000853
0,-0.001551,-0.000854
0,-0.001550,-0.000855
0,-0.001550,-0.000856
0,-0.001549,-0.000857
0,-0.001549,-0.000857
0,-0.001548,-0.000858
0,-0.001548,-0.000859
0,-0.001547,-0.000860
0,-0.001547,-0.000861
0,-0.001546,-0.000862
0,-0.001546,-0.000863
0,-0.001545,-0.000864
0,-0.001545,-0.000865
0,-0.001544,-0.000865
0,-0.001544,-0.000866
0,-0.001543,-0.000867
0,-0.001543,-0.000868
0,-0.001542,-0.000869
0,-0.001542,-0.000870
0,-0.001541,-0.000871
0,-0.001541,-0.000872
0,-0.001540,-0.000873
0,-0.001540,-0.000873
0,-0.001539,-0.000874
0,-0.001539,-0.000875
0,-0.001538,-0.000876
0,-0.001538,-0.000877
0,-0.001537,-0.000878
0,-0.001537,-0.000879
0,-0.001536,-0.000880
0,-0.001561,-0.001709
0,-0.001560,-0.001710
0,-0.001559,-0.001711
0,-0.001558,-0.001712
0,-0.001557,-0.001713
0,-0.001556,-0.001713
0,-0.001555,-0.001714
0,-0.001554,-0.001715
0,-0.001553,-0.001716
0,-0.001552,-0.001717
0,-0.001551,-0.001718
0,-0.001550,-0.001719
0,-0.001549,-0.001720
0,-0.001548,-0.001721
0,-0.001547,-0.001721
0,-0.001546,-0.001722
0,-0.001545,-0.001723
0,-0.001544,-0.001724
0,-0.001543,-0.001725
0,-0.001542,-0.001726
0,-0.001541,-0.001727
0,-0.001540,-0.001728
0,-0.001539,-0.001729
0,-0.001538,-0.001729
0,-0.001537,-0.001730
0,-0.001536,-0.001731
0,-0.001535,-0.001732
0,-0.001534,-0.001733
0,-0.001533,-0.001734
0,-0.001532,-0.001735
0,-0.001531,-0.001736
0,-0.001530,-0.001737
0,-0.001529,-0.001737
0,-0.001528,-0.001738
0,-0.001527,-0.001739
0,-0.001526,-0.001740
0,-0.001525,-0.001741
0,-0.001524,-0.001742
0,-0.001523,-0.001743
0,-0.001522,-0.001744
0,-0.001521,-0.001744
0,-0.001520,-0.001745
0,-0.001519,-0.001746
0,-0.001518,-0.001747
0,-0.000156,-0.002091
0,-0.000155,-0.002091
0,-0.000154,-0.002091
0,-0.000153,-0.002091
0,-0.000152,-0.002091
0,-0.000150,-0.002091
0,-0.000149,-0.002092
0,-0.000148,-0.002092
0,-0.000147,-0.002092
0,-0.000146,-0.002092
0,-0.000144,-0.002092
0,-0.000143,-0.002092
0,-0.000142,-0.002092
0,-0.000141,-0.002092
0,-0.000140,-0.002092
0,-0.000138,-0.002092
0,-0.000137,-0.002092
0,-0.000136,-0.002092
0,-0.000135,-0.002093
0,-0.000134,-0.002093
0,-0.000132,-0.002093
0,-0.000131,-0.002093
0,-0.000130,-0.002093
0,-0.000129,-0.002093
0,-0.000128,-0.002093
0,-0.000126,-0.002093
0,-0.000125,-0.002093
0,-0.000124,-0.002093
0,-0.000123,-0.002093
0,-0.000121,-0.002093
0,-0.000120,-0.002093
0,-0.000119,-0.002093
0,-0.000118,-0.002094
0,-0.000117,-0.002094
0,-0.000115,-0.002094
0,-0.000114,-0.002094
0,-0.000113,-0.002094
0,-0.000112,-0.002094
0,-0.000111,-0.002094
0,-0.000109,-0.002094
0,-0.000108,-0.002094
0,-0.000107,-0.002094
0,-0.000106,-0.002094
0,-0.000105,-0.002094
0,0.001191,-0.001541
0,0.001191,-0.001540
0,0.001192,-0.001539
0,0.001193,-0.001539
0,0.001194,-0.001538
0,0.001195,-0.001537
0,0.001196,-0.001537
0,0.001197,-0.001536
0,0.001198,-0.001535
0,0.001199,-0.001535
0,0.001200,-0.001534
0,0.001200,-0.001533
0,0.001201,-0.001533
0,0.001202,-0.001532
0,0.001203,-0.001531
0,0.001204,-0.001530
0,0.001205,-0.001530
0,0.001206,-0.001529
0,0.001207,-0.001528
0,0.001207,-0.001528
0,0.001208,-0.001527
